row_idx,internal_id,title,ft_decision_primary,ft_decision_verifier,verifier_model,raw
115,0e7cf10b,Software Process Lines: A Systematic Literature Review,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Software Process Lines: A Systematic Literature Review' sugere relevância marginal ao escopo PATHCAST (trata de processos de software), mas não há evidência suficiente para confirmar ou refutar critérios de inclusão relacionados a process mining, modelagem estocástica ou forecasting. Requer acesso ao texto completo para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_developme"
116,9ca04275,Uncertainty in ERP Effort Estimation: A Challenge or an Asset?,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação conclusiva. O título menciona 'ERP Effort Estimation' e 'Uncertainty', o que pode tangenciar IC2 (modelagem estocástica em processos de SW) ou IC3 (forecasting de métricas), mas ERP pode referir-se ao processo de implementação/projeto como software ou apenas ao sistema ERP como ferramenta (EC2), tornando a decisão incerta sem acesso ao texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""forecasting""],
  ""software_context"": ""un"
118,9e82db16,Special section on business process analytics,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica uma seção especial editorial sobre análise de processos de negócio, sem evidência de aplicação a processos de desenvolvimento de software. Com abstract ausente e título genérico de editorial/introdução de seção especial, não há base para inferir atendimento a qualquer IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""mediu"
117,c542c791,Business Process Deviance Mining,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Business Process Deviance Mining' sugere relevância marginal para process mining, mas não há indicação clara de aplicação a processos de desenvolvimento de software. Sem o texto completo ou resumo, não é possível determinar se o domínio é SW (IC1/IC4) ou outro (EC1)."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"":"
120,16a201ed,"Software process simulation frameworks in support of packaging and
transferring empirical evidence",pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, mas o título menciona explicitamente 'software process simulation frameworks' e 'transferring empirical evidence', sugerindo relevância para IC2 (modelagem estocástica em processos de SW) ou IC3 (forecasting). Não há informação suficiente para confirmar ou excluir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""simulation"",
  ""foreca"
119,bac54fa7,Sensor Data Stream Selection and Aggregation for the Ex Post Discovery of Impact Factors on Process Outcomes,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona 'sensor data stream', 'discovery' e 'process outcomes', sugerindo process mining com dados de sensores IoT/manufatura — possivelmente fora do domínio de SW. Sem o texto completo, não é possível determinar se há aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""other_process_metric"",
  """
122,f453a92f,A net practice for software project management,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'A net practice for software project management' sugere possível relevância para IC2 (Petri nets em processos de SW) ou IC3 (forecasting em SW), mas não é possível confirmar sem o texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""full_text_required"", ""insufficient_abstract""],
  ""software_context"": ""software_project_management"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
123,3e32a24d,LLM-Assisted Optimization of&#xa0;Waiting Time in&#xa0;Business Processes: A Prompting Method,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação conclusiva. O título menciona otimização de waiting time em business processes com LLM, o que poderia tangenciar process mining (IC1/IC3), mas não há evidência de aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
124,14049f5d,High-Confidence Compositional Reliability Assessment of SOA-Based Systems Using Machine Learning Techniques,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando avaliação definitiva. O título sugere avaliação de confiabilidade de sistemas SOA usando machine learning, o que pode envolver modelagem estocástica de software (IC2/IC3), mas também pode ser apenas reliability engineering sem relação com processos de SW no escopo da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""reliability"",
  ""proce"
121,5d81772d,Model-Agnostic Event Log Augmentation for&#xa0;Predictive Process Monitoring,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e não é possível determinar o domínio de aplicação (processos de software vs. outro domínio). O título menciona 'event log augmentation' e 'predictive process monitoring', que são conceitos de process mining relevantes para IC1/IC3, mas sem confirmação de aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""no"
125,0d9f2713,Test-based behaviour model derivation and adaption to enable automated test case scheduling for automated production systems,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a sistemas de produção automatizados (automated production systems), não a processos de desenvolvimento de software. O foco parece ser em testes de sistemas industriais/manufatura, não em artefatos de SW como commits, issues ou CI/CD, caracterizando EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
126,c765881b,Introduction to Conformance Checking,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Introduction to Conformance Checking' sugere relevância potencial para IC1 (process mining/conformance checking), mas sem texto completo ou resumo não é possível confirmar aplicação a processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
127,9ebdaf17,Generating a Process Model from a Process Audit Log,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente e o título sugere process mining (geração de modelo de processo a partir de audit log), o que é potencialmente relevante para IC1 ou IC4, mas não há informação suficiente para determinar se o domínio é software development ou outro domínio."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confidence"
128,6a2f6b2e,From Model Driven Engineering to Verification Driven Engineering,pending,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título sugere engenharia dirigida por modelos e verificação formal, sem conexão clara com process mining, modelagem estocástica de processos de SW ou forecasting. O abstract está ausente e o título não indica relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""low""
}
```"
129,7607982d,Software Process Simulation Modelling for Agile Cloud Software Development Projects: Techniques and Applications,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, mas o título menciona explicitamente 'Software Process Simulation Modelling' e 'Agile Cloud Software Development Projects', sugerindo forte relevância para IC2 (modelagem estocástica/simulação em processos de SW) e IC3 (forecasting de métricas de processo). Texto completo necessário para confirmação."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochasti"
131,f9ae236f,Understanding the Occurrence of Errors in Process Models Based on Metrics,pending,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título sugere análise de erros em modelos de processo com base em métricas, o que pode estar relacionado a process mining ou modelagem de processos de software, mas não é possível determinar o domínio de aplicação nem os métodos utilizados sem acesso ao texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confid"
